product_type,exporter_cnpj,vol,port_of_export,country_of_destination,level,cnpj8,tax_municipality,cnpj,exporter_cnpj_8,branch,tax_municipality_type
SOYBEANS,65538209000159,964323.0,PARANAGUA,THAILAND,5,65538209,BR-3515707,65538209000159,6553820,out of scope,
SOYBEAN CAKE,65538209000159,599273.9049999999,PARANAGUA,TURKEY,5,65538209,BR-3515707,65538209000159,6553820,out of scope,
SOYBEANS,71448260000172,355925.0,RIO GRANDE,CHINA (MAINLAND),2,71448260,BR-3552205,71448260000172,7144826,Branch 2,logistics hub
SOYBEAN CAKE,73410326000837,13135686.443999998,ANTONINA,FRANCE,3,73410326,BR-4103701,73410326000837,7341032,out of scope,
SOYBEAN CAKE,73410326000837,5155000.0,PARANAGUA,FRANCE,3,73410326,BR-4103701,73410326000837,7341032,out of scope,
SOYBEAN CAKE,73410326000837,12212751.739999998,ANTONINA,NETHERLANDS,3,73410326,BR-4103701,73410326000837,7341032,out of scope,
SOYBEAN CAKE,73410326000837,3092999.9999999995,PARANAGUA,POLAND,3,73410326,BR-4103701,73410326000837,7341032,out of scope,
SOYBEAN CAKE,73410326001051,12372000.0,PARANAGUA,EUROPEAN UNION,3,73410326,BR-4101804,73410326001051,7341032,out of scope,
SOYBEAN CAKE,73410326001051,41323799.68,ANTONINA,FRANCE,3,73410326,BR-4101804,73410326001051,7341032,out of scope,
SOYBEAN CAKE,73410326001051,11315121.9,PARANAGUA,FRANCE,3,73410326,BR-4101804,73410326001051,7341032,out of scope,
SOYBEAN CAKE,73410326001051,50937740.65,ANTONINA,NETHERLANDS,3,73410326,BR-4101804,73410326001051,7341032,out of scope,
SOYBEAN CAKE,75084871000130,3618062.525,PARANAGUA,FRANCE,4,75084871,BR-4112108,75084871000130,7508487,out of scope,
SOYBEANS,75904383000202,12500000.0,PARANAGUA,CHINA (MAINLAND),2,75904383,BR-4107504,75904383000202,7590438,Branch 2,logistics hub
SOYBEANS,75904383000202,21950000.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),2,75904383,BR-4107504,75904383000202,7590438,Branch 2,logistics hub
SOYBEAN CAKE,75904383000202,40008307.602,PARANAGUA,EUROPEAN UNION,2,75904383,BR-4107504,75904383000202,7590438,Branch 2,logistics hub
SOYBEAN OIL,75904383000202,3092999.9999999995,PARANAGUA,INDIA,2,75904383,BR-4107504,75904383000202,7590438,Branch 2,logistics hub
SOYBEAN OIL,75904383000636,7527908.3599999985,PARANAGUA,BANGLADESH,2,75904383,BR-4104303,75904383000636,7590438,Branch 2,logistics hub
SOYBEAN OIL,75904383000636,897939.1399999999,PARANAGUA,CHINA (MAINLAND),2,75904383,BR-4104303,75904383000636,7590438,Branch 2,logistics hub
SOYBEAN CAKE,75904383000636,137764134.56699997,PARANAGUA,GERMANY,2,75904383,BR-4104303,75904383000636,7590438,Branch 2,logistics hub
SOYBEAN OIL,75904383000636,5554698.079999999,PARANAGUA,INDIA,2,75904383,BR-4104303,75904383000636,7590438,Branch 2,logistics hub
SOYBEAN CAKE,75904383000636,73963447.182,PARANAGUA,NETHERLANDS,2,75904383,BR-4104303,75904383000636,7590438,Branch 2,logistics hub
SOYBEAN CAKE,75904383000636,7216999.999999999,PARANAGUA,POLAND,2,75904383,BR-4104303,75904383000636,7590438,Branch 2,logistics hub
SOYBEAN CAKE,75904383000636,16020930.665,PARANAGUA,SPAIN,2,75904383,BR-4104303,75904383000636,7590438,Branch 2,logistics hub
SOYBEANS,75904383001012,10000000.0,PARANAGUA,CHINA (MAINLAND),4,75904383,BR-4104303,75904383001012,7590438,out of scope,
SOYBEAN CAKE,75904383001012,20620000.0,PARANAGUA,EUROPEAN UNION,4,75904383,BR-4104303,75904383001012,7590438,out of scope,
SOYBEANS,75904383003309,38761.0,PARANAGUA,BANGLADESH,2,75904383,BR-4104303,75904383003309,7590438,Branch 2,logistics hub
SOYBEANS,75904383003309,368455763.0,PARANAGUA,CHINA (MAINLAND),2,75904383,BR-4104303,75904383003309,7590438,Branch 2,logistics hub
SOYBEAN CAKE,75904383003309,20620000.0,PARANAGUA,NETHERLANDS,2,75904383,BR-4104303,75904383003309,7590438,Branch 2,logistics hub
SOYBEANS,75904383003309,4500000.0,PARANAGUA,TAIWAN,2,75904383,BR-4104303,75904383003309,7590438,Branch 2,logistics hub
SOYBEANS,75904383003309,2189302.0,PARANAGUA,THAILAND,2,75904383,BR-4104303,75904383003309,7590438,Branch 2,logistics hub
SOYBEANS,75904383003732,65150000.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),1,75904383,BR-4200101,75904383003732,7590438,Branch 1,logistics hub
SOYBEANS,75904383003732,15000000.0,SAO FRANCISCO DO SUL,JAPAN,1,75904383,BR-4200101,75904383003732,7590438,Branch 1,logistics hub
SOYBEAN OIL,75904383006324,206200.0,PARANAGUA,ARGENTINA,2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEAN OIL,75904383006324,4124000.0,PARANAGUA,BANGLADESH,2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEANS,75904383006324,64961239.0,PARANAGUA,BANGLADESH,2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEAN OIL,75904383006324,648560.86,PARANAGUA,CHINA (MAINLAND),2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEANS,75904383006324,1358437816.875,PARANAGUA,CHINA (MAINLAND),2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEAN CAKE,75904383006324,4124000.0,PARANAGUA,FRANCE,2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEAN CAKE,75904383006324,128104294.508,PARANAGUA,GERMANY,2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEAN OIL,75904383006324,16135150.0,PARANAGUA,INDIA,2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEAN CAKE,75904383006324,54092523.3894375,PARANAGUA,INDONESIA,2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEANS,75904383006324,8000000.0,PARANAGUA,IRAN,2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEAN OIL,75904383006324,3872477.24,PARANAGUA,MALAYSIA,2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEAN CAKE,75904383006324,171070355.53,PARANAGUA,NETHERLANDS,2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEANS,75904383006324,33000000.0,PARANAGUA,PAKISTAN,2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEAN CAKE,75904383006324,18042500.0,PARANAGUA,SOUTH KOREA,2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEANS,75904383006324,14000000.0,PARANAGUA,SOUTH KOREA,2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEAN CAKE,75904383006324,11109025.0,PARANAGUA,SPAIN,2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEANS,75904383006324,100899309.0,PARANAGUA,TAIWAN,2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEANS,75904383006324,58310698.0,PARANAGUA,THAILAND,2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEAN CAKE,75904383006324,6185999.999999999,PARANAGUA,TURKEY,2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEAN OIL,75904383006324,1031000.0,PARANAGUA,VIETNAM,2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEANS,75904383006324,25000000.0,PARANAGUA,VIETNAM,2,75904383,BR-4118204,75904383006324,7590438,Branch 2,logistics hub
SOYBEAN OIL,75904383006405,926291.64,PARANAGUA,BANGLADESH,5,75904383,BR-4118204,75904383006405,7590438,out of scope,
SOYBEAN OIL,75904383006405,1134099.9999999998,PARANAGUA,CHINA (MAINLAND),5,75904383,BR-4118204,75904383006405,7590438,out of scope,
SOYBEANS,75904383006405,121500000.0,PARANAGUA,CHINA (MAINLAND),5,75904383,BR-4118204,75904383006405,7590438,out of scope,
SOYBEAN CAKE,75904383006405,87844323.93,PARANAGUA,EUROPEAN UNION,5,75904383,BR-4118204,75904383006405,7590438,out of scope,
SOYBEAN OIL,75904383006405,12475099.999999998,PARANAGUA,INDIA,5,75904383,BR-4118204,75904383006405,7590438,out of scope,
SOYBEAN OIL,75904383006405,11386322.76,PARANAGUA,MALAYSIA,5,75904383,BR-4118204,75904383006405,7590438,out of scope,
SOYBEAN CAKE,75904383006405,515500.0,PARANAGUA,TURKEY,5,75904383,BR-4118204,75904383006405,7590438,out of scope,
SOYBEANS,75904383007053,14000000.0,PARANAGUA,CHINA (MAINLAND),4,75904383,BR-4104303,75904383007053,7590438,out of scope,
SOYBEAN OIL,75904383007053,2062000.0,PARANAGUA,INDIA,4,75904383,BR-4104303,75904383007053,7590438,out of scope,
SOYBEAN CAKE,75904383007053,30561933.0,PARANAGUA,NETHERLANDS,4,75904383,BR-4104303,75904383007053,7590438,out of scope,
SOYBEAN OIL,75904383007053,2422850.0,PARANAGUA,PAKISTAN,4,75904383,BR-4104303,75904383007053,7590438,out of scope,
SOYBEANS,75904383008106,10000000.0,PARANAGUA,CHINA (MAINLAND),1,75904383,BR-4104303,75904383008106,7590438,Branch 1,logistics hub
SOYBEANS,75904383010356,12000000.0,PARANAGUA,CHINA (MAINLAND),2,75904383,BR-4109401,75904383010356,7590438,Branch 2,logistics hub
SOYBEAN CAKE,75904383010356,5548816.225,PARANAGUA,DENMARK,2,75904383,BR-4109401,75904383010356,7590438,Branch 2,logistics hub
SOYBEANS,75904383011166,20000000.0,PARANAGUA,CHINA (MAINLAND),2,75904383,BR-4116109,75904383011166,7590438,Branch 2,logistics hub
SOYBEAN OIL,75904383011166,1031000.0,PARANAGUA,INDIA,2,75904383,BR-4116109,75904383011166,7590438,Branch 2,logistics hub
SOYBEAN CAKE,75904383011166,151767169.35,PARANAGUA,NETHERLANDS,2,75904383,BR-4116109,75904383011166,7590438,Branch 2,logistics hub
SOYBEAN CAKE,75904383011913,65744894.604,SAO FRANCISCO DO SUL,CHINA (MAINLAND),4,75904383,BR-5000609,75904383011913,7590438,out of scope,
SOYBEANS,75904383012480,233087068.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),2,75904383,BR-4208450,75904383012480,7590438,Branch 2,logistics hub
SOYBEANS,75904383012480,10000000.0,SAO FRANCISCO DO SUL,PAKISTAN,2,75904383,BR-4208450,75904383012480,7590438,Branch 2,logistics hub
SOYBEANS,75904383012480,11319765.0,SAO FRANCISCO DO SUL,TAIWAN,2,75904383,BR-4208450,75904383012480,7590438,Branch 2,logistics hub
SOYBEAN OIL,75904383017369,2062000.0,PARANAGUA,BANGLADESH,4,75904383,BR-4108601,75904383017369,7590438,out of scope,
SOYBEANS,75904383017369,21000000.0,PARANAGUA,CHINA (MAINLAND),4,75904383,BR-4108601,75904383017369,7590438,out of scope,
SOYBEAN OIL,75904383017369,2062000.0,PARANAGUA,INDIA,4,75904383,BR-4108601,75904383017369,7590438,out of scope,
SOYBEAN OIL,75904383018250,606897.119,PARANAGUA,INDIA,4,75904383,BR-5006606,75904383018250,7590438,out of scope,
SOYBEAN OIL,75904383020742,1804250.0,PARANAGUA,INDIA,4,75904383,BR-5005400,75904383020742,7590438,out of scope,
SOYBEAN OIL,75904383021129,5155000.0,PARANAGUA,CHINA (MAINLAND),2,75904383,BR-4107504,75904383021129,7590438,Branch 2,logistics hub
SOYBEANS,75904383021129,2011678.0,PARANAGUA,CHINA (MAINLAND),2,75904383,BR-4107504,75904383021129,7590438,Branch 2,logistics hub
SOYBEAN OIL,75904383021200,515500.0,PARANAGUA,BANGLADESH,2,75904383,BR-5003702,75904383021200,7590438,Branch 2,logistics hub
SOYBEAN CAKE,75904383021200,31313490.76,PARANAGUA,GERMANY,2,75904383,BR-5003702,75904383021200,7590438,Branch 2,logistics hub
SOYBEAN OIL,75904383021200,1146801.92,PARANAGUA,INDIA,2,75904383,BR-5003702,75904383021200,7590438,Branch 2,logistics hub
SOYBEAN CAKE,75904383021200,3402299.9999999995,PARANAGUA,INDONESIA,2,75904383,BR-5003702,75904383021200,7590438,Branch 2,logistics hub
SOYBEAN CAKE,75904383021200,112960487.093,PARANAGUA,NETHERLANDS,2,75904383,BR-5003702,75904383021200,7590438,Branch 2,logistics hub
SOYBEAN CAKE,75904383021200,5841645.999999999,PARANAGUA,SPAIN,2,75904383,BR-5003702,75904383021200,7590438,Branch 2,logistics hub
SOYBEAN CAKE,76082320001414,1801.1570000000006,PARANAGUA,FRANCE,5,76082320,BR-4118204,76082320001414,7608232,out of scope,
SOYBEAN OIL,76093731000190,2062000.0,PARANAGUA,CHINA (MAINLAND),1,76093731,BR-4103453,76093731000190,7609373,Branch 1,logistics hub
SOYBEAN OIL,76093731000271,3092999.9999999995,PARANAGUA,BANGLADESH,2,76093731,BR-4116703,76093731000271,7609373,Branch 2,logistics hub
SOYBEAN OIL,76093731000271,2680600.0,PARANAGUA,INDIA,2,76093731,BR-4116703,76093731000271,7609373,Branch 2,logistics hub
SOYBEAN CAKE,76093731000271,19589000.0,PARANAGUA,SOUTH KOREA,2,76093731,BR-4116703,76093731000271,7609373,Branch 2,logistics hub
SOYBEAN OIL,76093731000786,1031000.0,PARANAGUA,BANGLADESH,5,76093731,BR-4103453,76093731000786,7609373,out of scope,
SOYBEAN OIL,76093731000786,6186000.0,PARANAGUA,CHINA (MAINLAND),5,76093731,BR-4103453,76093731000786,7609373,out of scope,
SOYBEAN OIL,76093731000786,1031000.0,PARANAGUA,INDIA,5,76093731,BR-4103453,76093731000786,7609373,out of scope,
SOYBEAN OIL,76093731000786,4124000.0,PARANAGUA,MALAYSIA,5,76093731,BR-4103453,76093731000786,7609373,out of scope,
SOYBEAN CAKE,76093731003025,9949150.0,PARANAGUA,SOUTH KOREA,5,76093731,BR-4116703,76093731003025,7609373,out of scope,
SOYBEAN OIL,76093731003700,2062000.0,PARANAGUA,CHINA (MAINLAND),3,76093731,BR-4103453,76093731003700,7609373,out of scope,
SOYBEAN CAKE,76093731003700,14433999.999999998,PARANAGUA,EGYPT,3,76093731,BR-4103453,76093731003700,7609373,out of scope,
SOYBEAN CAKE,76093731003700,10310000.0,PARANAGUA,EUROPEAN UNION,3,76093731,BR-4103453,76093731003700,7609373,out of scope,
SOYBEAN CAKE,76093731003700,1031000.0,PARANAGUA,FRANCE,3,76093731,BR-4103453,76093731003700,7609373,out of scope,
SOYBEAN OIL,76093731003700,3092999.9999999995,PARANAGUA,PAKISTAN,3,76093731,BR-4103453,76093731003700,7609373,out of scope,
SOYBEAN CAKE,76093731003700,5515850.0,PARANAGUA,POLAND,3,76093731,BR-4103453,76093731003700,7609373,out of scope,
SOYBEAN CAKE,76093731003700,17527000.0,PARANAGUA,SOUTH KOREA,3,76093731,BR-4103453,76093731003700,7609373,out of scope,
SOYBEAN CAKE,76093731003700,7216999.999999999,PARANAGUA,SPAIN,3,76093731,BR-4103453,76093731003700,7609373,out of scope,
SOYBEAN CAKE,76093731003700,2062000.0,PARANAGUA,TURKEY,3,76093731,BR-4103453,76093731003700,7609373,out of scope,
SOYBEAN OIL,76093731003882,1237200.0,PARANAGUA,INDIA,4,76093731,BR-4112751,76093731003882,7609373,out of scope,
SOYBEAN CAKE,76093731003882,14433999.999999998,PARANAGUA,SOUTH KOREA,4,76093731,BR-4112751,76093731003882,7609373,out of scope,
SOYBEAN CAKE,76840537000121,419615.969,PARANAGUA,EUROPEAN UNION,5,76840537,BR-4208906,76840537000121,7684053,out of scope,
SOYBEAN CAKE,76840537000121,6493599.880999999,PARANAGUA,FRANCE,5,76840537,BR-4208906,76840537000121,7684053,out of scope,
SOYBEAN CAKE,76840537000121,6373181.142999997,PARANAGUA,TURKEY,5,76840537,BR-4208906,76840537000121,7684053,out of scope,
SOYBEANS,77129468000105,1500000.0,PARANAGUA,CHINA (MAINLAND),1,77129468,BR-4120903,77129468000105,7712946,Branch 1,logistics hub
SOYBEANS,77198794000174,12000000.0,PARANAGUA,CHINA (MAINLAND),1,77198794,BR-4128005,77198794000174,7719879,Branch 1,logistics hub
SOYBEAN OIL,77294254000194,1031000.0,PARANAGUA,BANGLADESH,1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEANS,77294254000194,48246370.0,PARANAGUA,BANGLADESH,1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEANS,77294254000194,201700646.0,PARANAGUA,CHINA (MAINLAND),1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEANS,77294254000194,156712392.0,SANTOS,CHINA (MAINLAND),1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEANS,77294254000194,49533267.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEANS,77294254000194,4500000.0,SAO LUIS,CHINA (MAINLAND),1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEANS,77294254000194,2800000.0,SAO LUIS,EUROPEAN UNION,1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEAN OIL,77294254000194,7010799.999999999,PARANAGUA,INDIA,1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEAN CAKE,77294254000194,43454752.96,SANTOS,INDONESIA,1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEAN CAKE,77294254000194,9279000.0,SANTOS,JAPAN,1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEANS,77294254000194,69300000.0,SANTOS,JAPAN,1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEANS,77294254000194,2000000.0,PARANAGUA,PAKISTAN,1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEANS,77294254000194,28000000.0,BARCARENA,ROMANIA,1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEANS,77294254000194,475724.0,PARANAGUA,SOUTH KOREA,1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEANS,77294254000194,69565000.0,BARCARENA,TAIWAN,1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEANS,77294254000194,150000.0,PARANAGUA,THAILAND,1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEAN CAKE,77294254000194,18329731.445,SANTOS,THAILAND,1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEANS,77294254000194,20000000.0,SANTOS,THAILAND,1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEANS,77294254000194,13300000.0,VITORIA,THAILAND,1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEANS,77294254000194,180000.0,SAO LUIS,TURKEY,1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEAN CAKE,77294254000194,48020959.16999999,SANTOS,VIETNAM,1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEANS,77294254000194,4500000.0,SANTOS,VIETNAM,1,77294254,BR-5103403,77294254000194,7729425,Branch 1,logistics hub
SOYBEANS,77294254000356,10000000.0,RIO GRANDE,CHINA (MAINLAND),2,77294254,BR-4115200,77294254000356,7729425,Branch 2,logistics hub
SOYBEANS,77294254000356,128787880.0,SANTOS,CHINA (MAINLAND),2,77294254,BR-4115200,77294254000356,7729425,Branch 2,logistics hub
SOYBEAN OIL,77294254000356,3092999.9999999995,PARANAGUA,INDIA,2,77294254,BR-4115200,77294254000356,7729425,Branch 2,logistics hub
SOYBEAN CAKE,77294254000356,30209354.713000003,SANTOS,JAPAN,2,77294254,BR-4115200,77294254000356,7729425,Branch 2,logistics hub
SOYBEANS,77294254000356,19094060.0,SANTOS,UNITED ARAB EMIRATES,2,77294254,BR-4115200,77294254000356,7729425,Branch 2,logistics hub
SOYBEANS,77294254000437,2400000.0,SANTOS,CHINA (MAINLAND),2,77294254,BR-5104609,77294254000437,7729425,Branch 2,logistics hub
SOYBEANS,77294254001832,22398107.0,SAO LUIS,CHINA (MAINLAND),1,77294254,BR-5100201,77294254001832,7729425,Branch 1,logistics hub
SOYBEAN OIL,77294254002057,2238896.918,PARANAGUA,CHINA (MAINLAND),2,77294254,BR-4118204,77294254002057,7729425,Branch 2,logistics hub
SOYBEANS,77294254002057,30072250.0,PARANAGUA,CHINA (MAINLAND),2,77294254,BR-4118204,77294254002057,7729425,Branch 2,logistics hub
SOYBEANS,77294254002057,158596005.0,SANTOS,CHINA (MAINLAND),2,77294254,BR-4118204,77294254002057,7729425,Branch 2,logistics hub
SOYBEANS,77294254002057,10000000.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),2,77294254,BR-4118204,77294254002057,7729425,Branch 2,logistics hub
SOYBEANS,77294254002057,84250000.0,SAO LUIS,CHINA (MAINLAND),2,77294254,BR-4118204,77294254002057,7729425,Branch 2,logistics hub
SOYBEANS,77294254002057,24000000.0,VITORIA,CHINA (MAINLAND),2,77294254,BR-4118204,77294254002057,7729425,Branch 2,logistics hub
SOYBEAN OIL,77294254002057,6804600.0,PARANAGUA,INDIA,2,77294254,BR-4118204,77294254002057,7729425,Branch 2,logistics hub
SOYBEAN OIL,77294254002057,412400.0,PARANAGUA,MADAGASCAR,2,77294254,BR-4118204,77294254002057,7729425,Branch 2,logistics hub
SOYBEAN OIL,77294254002057,1752699.9999999998,PARANAGUA,MALAYSIA,2,77294254,BR-4118204,77294254002057,7729425,Branch 2,logistics hub
SOYBEAN OIL,77294254002057,1031000.0,PARANAGUA,PAKISTAN,2,77294254,BR-4118204,77294254002057,7729425,Branch 2,logistics hub
SOYBEANS,77294254002057,25000000.0,PARANAGUA,TAIWAN,2,77294254,BR-4118204,77294254002057,7729425,Branch 2,logistics hub
SOYBEANS,77294254002057,25000000.0,SANTOS,VIETNAM,2,77294254,BR-4118204,77294254002057,7729425,Branch 2,logistics hub
SOYBEANS,77294254002138,70807000.0,BARCARENA,CHINA (MAINLAND),2,77294254,BR-1301902,77294254002138,7729425,Branch 2,logistics hub
SOYBEANS,77294254002138,68250000.0,SANTOS,CHINA (MAINLAND),2,77294254,BR-1301902,77294254002138,7729425,Branch 2,logistics hub
SOYBEANS,77294254002138,131200000.0,SAO LUIS,CHINA (MAINLAND),2,77294254,BR-1301902,77294254002138,7729425,Branch 2,logistics hub
SOYBEANS,77294254002138,3500000.0,VITORIA,CHINA (MAINLAND),2,77294254,BR-1301902,77294254002138,7729425,Branch 2,logistics hub
SOYBEAN CAKE,77294254002138,58499970.99999999,MANAUS,GERMANY,2,77294254,BR-1301902,77294254002138,7729425,Branch 2,logistics hub
SOYBEAN CAKE,77294254002138,36085000.0,MANAUS,NETHERLANDS,2,77294254,BR-1301902,77294254002138,7729425,Branch 2,logistics hub
SOYBEANS,77294254002138,68000000.0,VITORIA,SOUTH AFRICA,2,77294254,BR-1301902,77294254002138,7729425,Branch 2,logistics hub
SOYBEAN CAKE,77294254002138,59540249.99999999,MANAUS,SPAIN,2,77294254,BR-1301902,77294254002138,7729425,Branch 2,logistics hub
SOYBEANS,77294254002138,20000000.0,SANTOS,TAIWAN,2,77294254,BR-1301902,77294254002138,7729425,Branch 2,logistics hub
SOYBEAN CAKE,77294254002561,19836440.0,SANTOS,CHINA (MAINLAND),2,77294254,BR-1100304,77294254002561,7729425,Branch 2,logistics hub
SOYBEANS,77294254002561,69300000.0,VITORIA,CHINA (MAINLAND),2,77294254,BR-1100304,77294254002561,7729425,Branch 2,logistics hub
SOYBEANS,77294254004262,2070000.0,VITORIA,THAILAND,1,77294254,BR-5106224,77294254004262,7729425,Branch 1,logistics hub
SOYBEANS,77294254004939,66500000.0,SAO LUIS,CHINA (MAINLAND),1,77294254,BR-5107065,77294254004939,7729425,Branch 1,logistics hub
SOYBEANS,77294254005153,69300000.0,VITORIA,CHINA (MAINLAND),1,77294254,BR-5102686,77294254005153,7729425,Branch 1,logistics hub
