product_type,exporter_cnpj,vol,port_of_export,country_of_destination,level,cnpj8,tax_municipality,cnpj,exporter_cnpj_8,branch,tax_municipality_type
SOYBEAN CAKE,60498706000157,4124000.0,PARANAGUA,FRANCE,2,60498706,BR-3550308,60498706000157,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706000157,5155000.0,PARANAGUA,GERMANY,2,60498706,BR-3550308,60498706000157,6049870,Branch 2,logistics hub
SOYBEAN OIL,60498706000157,26339981.814,PARANAGUA,INDIA,2,60498706,BR-3550308,60498706000157,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706000157,981553.24,PARANAGUA,INDONESIA,2,60498706,BR-3550308,60498706000157,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706000157,51440231.492,SANTOS,INDONESIA,2,60498706,BR-3550308,60498706000157,6049870,Branch 2,logistics hub
SOYBEAN OIL,60498706000157,7577849.999999999,PARANAGUA,MOZAMBIQUE,2,60498706,BR-3550308,60498706000157,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706000157,16805300.0,PARANAGUA,NETHERLANDS,2,60498706,BR-3550308,60498706000157,6049870,Branch 2,logistics hub
SOYBEANS,60498706000157,17500000.0,PARANAGUA,PAKISTAN,2,60498706,BR-3550308,60498706000157,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706000157,88354437.98599999,PARANAGUA,POLAND,2,60498706,BR-3550308,60498706000157,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706000157,404082.923,SANTOS,POLAND,2,60498706,BR-3550308,60498706000157,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706000157,27225072.632,SALVADOR,ROMANIA,2,60498706,BR-3550308,60498706000157,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706000157,16786928.610999998,PARANAGUA,SLOVENIA,2,60498706,BR-3550308,60498706000157,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706000157,5772922.632999999,PARANAGUA,SOUTH KOREA,2,60498706,BR-3550308,60498706000157,6049870,Branch 2,logistics hub
SOYBEANS,60498706000157,1000000.0,PARANAGUA,SOUTH KOREA,2,60498706,BR-3550308,60498706000157,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706000157,7216999.999999999,PARANAGUA,SPAIN,2,60498706,BR-3550308,60498706000157,6049870,Branch 2,logistics hub
SOYBEANS,60498706000157,1611500.0,PARANAGUA,TAIWAN,2,60498706,BR-3550308,60498706000157,6049870,Branch 2,logistics hub
SOYBEANS,60498706000157,14000000.0,SANTOS,THAILAND,2,60498706,BR-3550308,60498706000157,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706000157,17063050.0,PARANAGUA,TURKEY,2,60498706,BR-3550308,60498706000157,6049870,Branch 2,logistics hub
SOYBEANS,60498706000157,3000000.0,SAO LUIS,TURKEY,2,60498706,BR-3550308,60498706000157,6049870,Branch 2,logistics hub
SOYBEAN OIL,60498706000157,2062000.0,PARANAGUA,VIETNAM,2,60498706,BR-3550308,60498706000157,6049870,Branch 2,logistics hub
SOYBEAN OIL,60498706000319,1031000.0,PARANAGUA,BANGLADESH,4,60498706,BR-4118204,60498706000319,6049870,out of scope,
SOYBEAN OIL,60498706000319,1031000.0,PARANAGUA,CHINA (MAINLAND),4,60498706,BR-4118204,60498706000319,6049870,out of scope,
SOYBEANS,60498706000319,303084163.96875,PARANAGUA,CHINA (MAINLAND),4,60498706,BR-4118204,60498706000319,6049870,out of scope,
SOYBEANS,60498706000319,69000000.0,RIO GRANDE,CHINA (MAINLAND),4,60498706,BR-4118204,60498706000319,6049870,out of scope,
SOYBEAN CAKE,60498706000319,19434350.0,PARANAGUA,FRANCE,4,60498706,BR-4118204,60498706000319,6049870,out of scope,
SOYBEAN OIL,60498706000319,5578081.159999998,PARANAGUA,INDIA,4,60498706,BR-4118204,60498706000319,6049870,out of scope,
SOYBEAN OIL,60498706000319,2062000.0,PARANAGUA,MADAGASCAR,4,60498706,BR-4118204,60498706000319,6049870,out of scope,
SOYBEAN OIL,60498706000319,721699.9999999999,PARANAGUA,MALAYSIA,4,60498706,BR-4118204,60498706000319,6049870,out of scope,
SOYBEAN CAKE,60498706000319,17599723.647,PARANAGUA,POLAND,4,60498706,BR-4118204,60498706000319,6049870,out of scope,
SOYBEAN CAKE,60498706000319,5155000.0,PARANAGUA,SOUTH KOREA,4,60498706,BR-4118204,60498706000319,6049870,out of scope,
SOYBEAN CAKE,60498706000319,19228150.0,PARANAGUA,THAILAND,4,60498706,BR-4118204,60498706000319,6049870,out of scope,
SOYBEANS,60498706000319,37291420.0,PARANAGUA,THAILAND,4,60498706,BR-4118204,60498706000319,6049870,out of scope,
SOYBEAN CAKE,60498706000319,3092999.9999999995,PARANAGUA,TURKEY,4,60498706,BR-4118204,60498706000319,6049870,out of scope,
SOYBEANS,60498706000661,27146629.0,PARANAGUA,CHINA (MAINLAND),4,60498706,BR-4125704,60498706000661,6049870,out of scope,
SOYBEAN CAKE,60498706000661,1421625.2799999998,PARANAGUA,EUROPEAN UNION,4,60498706,BR-4125704,60498706000661,6049870,out of scope,
SOYBEAN CAKE,60498706000661,24121007.94,PARANAGUA,POLAND,4,60498706,BR-4125704,60498706000661,6049870,out of scope,
SOYBEANS,60498706000904,65413824.0,SANTOS,CHINA (MAINLAND),4,60498706,BR-3518701,60498706000904,6049870,out of scope,
SOYBEANS,60498706001048,170258140.0,SANTOS,CHINA (MAINLAND),5,60498706,BR-3555604,60498706001048,6049870,out of scope,
SOYBEANS,60498706001048,15100000.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),5,60498706,BR-3555604,60498706001048,6049870,out of scope,
SOYBEAN CAKE,60498706001048,25826550.0,SANTOS,GERMANY,5,60498706,BR-3555604,60498706001048,6049870,out of scope,
SOYBEAN CAKE,60498706001048,18558000.0,SANTOS,INDONESIA,5,60498706,BR-3555604,60498706001048,6049870,out of scope,
SOYBEANS,60498706001048,7500000.0,SANTOS,JAPAN,5,60498706,BR-3555604,60498706001048,6049870,out of scope,
SOYBEANS,60498706001048,66000000.0,SANTOS,PAKISTAN,5,60498706,BR-3555604,60498706001048,6049870,out of scope,
SOYBEANS,60498706001048,57000000.0,SANTAREM,UNITED KINGDOM,5,60498706,BR-3555604,60498706001048,6049870,out of scope,
SOYBEANS,60498706002524,20000000.0,SALVADOR,CHINA (MAINLAND),5,60498706,BR-2913606,60498706002524,6049870,out of scope,
SOYBEAN CAKE,60498706002524,12578199.999999998,SALVADOR,FRANCE,5,60498706,BR-2913606,60498706002524,6049870,out of scope,
SOYBEAN CAKE,60498706002524,7659724.802999997,SALVADOR,GERMANY,5,60498706,BR-2913606,60498706002524,6049870,out of scope,
SOYBEAN CAKE,60498706002524,12371999.999999998,SALVADOR,ROMANIA,5,60498706,BR-2913606,60498706002524,6049870,out of scope,
SOYBEANS,60498706002524,13000000.0,SALVADOR,SPAIN,5,60498706,BR-2913606,60498706002524,6049870,out of scope,
SOYBEANS,60498706003687,93880000.0,SAO LUIS,CHINA (MAINLAND),2,60498706,BR-2109007,60498706003687,6049870,Branch 2,logistics hub
SOYBEANS,60498706003687,3500000.0,SAO LUIS,EUROPEAN UNION,2,60498706,BR-2109007,60498706003687,6049870,Branch 2,logistics hub
SOYBEANS,60498706003687,54036616.0,VITORIA,THAILAND,2,60498706,BR-2109007,60498706003687,6049870,Branch 2,logistics hub
SOYBEANS,60498706004144,111504569.0,PARANAGUA,CHINA (MAINLAND),2,60498706,BR-4119905,60498706004144,6049870,Branch 2,logistics hub
SOYBEAN OIL,60498706007836,151094.08099999995,SANTOS,ANTIGUA AND BARBUDA,3,60498706,BR-3528403,60498706007836,6049870,out of scope,
SOYBEAN OIL,60498706007836,19144.639,SANTOS,PANAMA,3,60498706,BR-3528403,60498706007836,6049870,out of scope,
SOYBEAN OIL,60498706007836,70196.66700683592,SANTOS,SAINT LUCIA,3,60498706,BR-3528403,60498706007836,6049870,out of scope,
SOYBEAN OIL,60498706007836,97941.907,SANTOS,TRINIDAD AND TOBAGO,3,60498706,BR-3528403,60498706007836,6049870,out of scope,
SOYBEAN OIL,60498706007836,802829.3899999999,SANTOS,VENEZUELA,3,60498706,BR-3528403,60498706007836,6049870,out of scope,
SOYBEAN OIL,60498706008484,6701499.999999999,PARANAGUA,CHINA (MAINLAND),2,60498706,BR-4109401,60498706008484,6049870,Branch 2,logistics hub
SOYBEANS,60498706008484,21500000.0,PARANAGUA,CHINA (MAINLAND),2,60498706,BR-4109401,60498706008484,6049870,Branch 2,logistics hub
SOYBEANS,60498706008484,1456940.0,PARANAGUA,PAKISTAN,2,60498706,BR-4109401,60498706008484,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706008484,35935152.397999994,PARANAGUA,POLAND,2,60498706,BR-4109401,60498706008484,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706008646,10310000.0,PARANAGUA,EUROPEAN UNION,2,60498706,BR-4113700,60498706008646,6049870,Branch 2,logistics hub
SOYBEAN OIL,60498706008646,13858331.871,PARANAGUA,INDIA,2,60498706,BR-4113700,60498706008646,6049870,Branch 2,logistics hub
SOYBEANS,60498706009707,66000000.0,SAO LUIS,CHINA (MAINLAND),2,60498706,BR-5107354,60498706009707,6049870,Branch 2,logistics hub
SOYBEANS,60498706010705,30000000.0,SANTOS,CHINA (MAINLAND),2,60498706,BR-3553807,60498706010705,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706010705,27063750.0,SANTOS,INDONESIA,2,60498706,BR-3553807,60498706010705,6049870,Branch 2,logistics hub
SOYBEANS,60498706010705,45000000.0,SANTAREM,MEXICO,2,60498706,BR-3553807,60498706010705,6049870,Branch 2,logistics hub
SOYBEANS,60498706011515,8000000.0,PARANAGUA,CHINA (MAINLAND),5,60498706,BR-3550308,60498706011515,6049870,out of scope,
SOYBEANS,60498706011515,113397827.0,SANTOS,CHINA (MAINLAND),5,60498706,BR-3550308,60498706011515,6049870,out of scope,
SOYBEANS,60498706011515,73296039.0,VITORIA,CHINA (MAINLAND),5,60498706,BR-3550308,60498706011515,6049870,out of scope,
SOYBEAN CAKE,60498706011515,24950200.0,SANTOS,CUBA,5,60498706,BR-3550308,60498706011515,6049870,out of scope,
SOYBEAN CAKE,60498706011515,136968350.0,SANTOS,INDONESIA,5,60498706,BR-3550308,60498706011515,6049870,out of scope,
SOYBEANS,60498706011515,70080000.0,SANTOS,SINGAPORE,5,60498706,BR-3550308,60498706011515,6049870,out of scope,
SOYBEANS,60498706011515,70200000.0,SANTOS,TAIWAN,5,60498706,BR-3550308,60498706011515,6049870,out of scope,
SOYBEANS,60498706011515,17803000.0,SAO LUIS,TURKEY,5,60498706,BR-3550308,60498706011515,6049870,out of scope,
SOYBEAN CAKE,60498706011515,22682000.0,SANTOS,VIETNAM,5,60498706,BR-3550308,60498706011515,6049870,out of scope,
SOYBEANS,60498706011515,2400000.0,SANTOS,VIETNAM,5,60498706,BR-3550308,60498706011515,6049870,out of scope,
SOYBEANS,60498706012830,80836690.0,SAO LUIS,CHINA (MAINLAND),2,60498706,BR-2101400,60498706012830,6049870,Branch 2,logistics hub
SOYBEANS,60498706013488,32500000.0,SANTAREM,ISRAEL,2,60498706,BR-3170206,60498706013488,6049870,Branch 2,logistics hub
SOYBEANS,60498706013488,57000000.0,SANTAREM,SPAIN,2,60498706,BR-3170206,60498706013488,6049870,Branch 2,logistics hub
SOYBEANS,60498706014107,55000000.0,SANTAREM,BELGIUM,2,60498706,BR-3506508,60498706014107,6049870,Branch 2,logistics hub
SOYBEANS,60498706014107,112070095.0,SANTOS,CHINA (MAINLAND),2,60498706,BR-3506508,60498706014107,6049870,Branch 2,logistics hub
SOYBEAN OIL,60498706016070,844618.913,PARANAGUA,CHINA (MAINLAND),2,60498706,BR-4115200,60498706016070,6049870,Branch 2,logistics hub
SOYBEANS,60498706016070,186795704.0,PARANAGUA,CHINA (MAINLAND),2,60498706,BR-4115200,60498706016070,6049870,Branch 2,logistics hub
SOYBEANS,60498706016070,14000000.0,VITORIA,CHINA (MAINLAND),2,60498706,BR-4115200,60498706016070,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706016070,19512201.841,PARANAGUA,DENMARK,2,60498706,BR-4115200,60498706016070,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706016070,32884163.586,PARANAGUA,EUROPEAN UNION,2,60498706,BR-4115200,60498706016070,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706016070,31961000.0,PARANAGUA,FRANCE,2,60498706,BR-4115200,60498706016070,6049870,Branch 2,logistics hub
SOYBEAN OIL,60498706016070,11845359.014,PARANAGUA,INDIA,2,60498706,BR-4115200,60498706016070,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706016070,103100.0,PARANAGUA,INDONESIA,2,60498706,BR-4115200,60498706016070,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706016070,8763500.0,PARANAGUA,NETHERLANDS,2,60498706,BR-4115200,60498706016070,6049870,Branch 2,logistics hub
SOYBEAN OIL,60498706016070,3608500.0,PARANAGUA,PAKISTAN,2,60498706,BR-4115200,60498706016070,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706016070,107164028.2765,PARANAGUA,POLAND,2,60498706,BR-4115200,60498706016070,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706016070,25999980.696,PARANAGUA,SOUTH KOREA,2,60498706,BR-4115200,60498706016070,6049870,Branch 2,logistics hub
SOYBEANS,60498706018285,111210000.0,SANTOS,CHINA (MAINLAND),2,60498706,BR-3517406,60498706018285,6049870,Branch 2,logistics hub
SOYBEANS,60498706020930,1010159470.0,RIO GRANDE,CHINA (MAINLAND),4,60498706,BR-4314100,60498706020930,6049870,out of scope,
SOYBEAN CAKE,60498706020930,5621012.0,RIO GRANDE,FRANCE,4,60498706,BR-4314100,60498706020930,6049870,out of scope,
SOYBEANS,60498706020930,90000000.0,RIO GRANDE,SOUTH KOREA,4,60498706,BR-4314100,60498706020930,6049870,out of scope,
SOYBEANS,60498706020930,43122000.0,RIO GRANDE,TAIWAN,4,60498706,BR-4314100,60498706020930,6049870,out of scope,
SOYBEANS,60498706021740,16120000.0,SALVADOR,CHINA (MAINLAND),5,60498706,BR-2919553,60498706021740,6049870,out of scope,
SOYBEANS,60498706021740,38530064.0,SALVADOR,MAURITIUS,5,60498706,BR-2919553,60498706021740,6049870,out of scope,
SOYBEANS,60498706021740,33925208.0,SALVADOR,PAKISTAN,5,60498706,BR-2919553,60498706021740,6049870,out of scope,
SOYBEANS,60498706021740,10500000.0,SAO LUIS,SPAIN,5,60498706,BR-2919553,60498706021740,6049870,out of scope,
SOYBEANS,60498706025575,67200000.0,VITORIA,CHINA (MAINLAND),2,60498706,BR-1100205,60498706025575,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706025907,5155000.0,SALVADOR,EUROPEAN UNION,2,60498706,BR-2903201,60498706025907,6049870,Branch 2,logistics hub
SOYBEANS,60498706025907,12500000.0,SALVADOR,PAKISTAN,2,60498706,BR-2903201,60498706025907,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706026202,68033401.17999999,SALVADOR,EUROPEAN UNION,2,60498706,BR-2919553,60498706026202,6049870,Branch 2,logistics hub
SOYBEANS,60498706026628,38539889.5,SAO LUIS,CHINA (MAINLAND),2,60498706,BR-2109700,60498706026628,6049870,Branch 2,logistics hub
SOYBEANS,60498706026628,21000000.0,SAO LUIS,EUROPEAN UNION,2,60498706,BR-2109700,60498706026628,6049870,Branch 2,logistics hub
SOYBEANS,60498706026628,71000000.0,SAO LUIS,UNITED KINGDOM,2,60498706,BR-2109700,60498706026628,6049870,Branch 2,logistics hub
SOYBEANS,60498706026628,12000000.0,SAO LUIS,VIETNAM,2,60498706,BR-2109700,60498706026628,6049870,Branch 2,logistics hub
SOYBEANS,60498706027276,214271330.0,SAO LUIS,CHINA (MAINLAND),2,60498706,BR-2101400,60498706027276,6049870,Branch 2,logistics hub
SOYBEANS,60498706027276,78000000.0,SAO LUIS,EUROPEAN UNION,2,60498706,BR-2101400,60498706027276,6049870,Branch 2,logistics hub
SOYBEANS,60498706027276,2000000.0,SAO LUIS,MAURITIUS,2,60498706,BR-2101400,60498706027276,6049870,Branch 2,logistics hub
SOYBEANS,60498706027276,95000000.0,SAO LUIS,SPAIN,2,60498706,BR-2101400,60498706027276,6049870,Branch 2,logistics hub
SOYBEANS,60498706027276,80534000.0,SAO LUIS,THAILAND,2,60498706,BR-2101400,60498706027276,6049870,Branch 2,logistics hub
SOYBEANS,60498706028400,55000000.0,SANTAREM,SAUDI ARABIA,2,60498706,BR-5102686,60498706028400,6049870,Branch 2,logistics hub
SOYBEANS,60498706029481,69390000.0,SANTOS,CHINA (MAINLAND),1,60498706,BR-5008305,60498706029481,6049870,Branch 1,logistics hub
SOYBEANS,60498706029481,60000000.0,SANTAREM,SPAIN,1,60498706,BR-5008305,60498706029481,6049870,Branch 1,logistics hub
SOYBEANS,60498706030730,92289341.0,SALVADOR,CHINA (MAINLAND),2,60498706,BR-2928901,60498706030730,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706030730,19393110.0,SALVADOR,FRANCE,2,60498706,BR-2928901,60498706030730,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706030730,13239687.538,SALVADOR,GERMANY,2,60498706,BR-2928901,60498706030730,6049870,Branch 2,logistics hub
SOYBEANS,60498706030730,5000000.0,SALVADOR,NETHERLANDS,2,60498706,BR-2928901,60498706030730,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706030730,23559434.612,SALVADOR,ROMANIA,2,60498706,BR-2928901,60498706030730,6049870,Branch 2,logistics hub
SOYBEAN CAKE,60498706030730,3092999.9999999995,SALVADOR,SOUTH KOREA,2,60498706,BR-2928901,60498706030730,6049870,Branch 2,logistics hub
SOYBEANS,60498706030730,47128848.0,SALVADOR,TAIWAN,2,60498706,BR-2928901,60498706030730,6049870,Branch 2,logistics hub
SOYBEANS,60498706030730,40994976.0,SALVADOR,UNITED KINGDOM,2,60498706,BR-2928901,60498706030730,6049870,Branch 2,logistics hub
SOYBEANS,60498706033080,27035000.0,VITORIA,CHINA (MAINLAND),2,60498706,BR-5106224,60498706033080,6049870,Branch 2,logistics hub
SOYBEANS,60498706033594,15000000.0,PARANAGUA,CHINA (MAINLAND),4,60498706,BR-1506807,60498706033594,6049870,out of scope,
SOYBEANS,60498706033594,10000000.0,SAO LUIS,CHINA (MAINLAND),4,60498706,BR-1506807,60498706033594,6049870,out of scope,
SOYBEANS,60498706033594,139300000.0,SANTAREM,SPAIN,4,60498706,BR-1506807,60498706033594,6049870,out of scope,
SOYBEANS,60498706034485,57070000.0,SANTAREM,NETHERLANDS,3,60498706,BR-5107040,60498706034485,6049870,out of scope,
SOYBEANS,60498706035104,29600000.0,PARANAGUA,CHINA (MAINLAND),4,60498706,BR-4104808,60498706035104,6049870,out of scope,
SOYBEAN CAKE,60498706035104,14891434.079999998,PARANAGUA,DENMARK,4,60498706,BR-4104808,60498706035104,6049870,out of scope,
SOYBEANS,60498706035104,45000000.0,SANTAREM,IRAN,4,60498706,BR-4104808,60498706035104,6049870,out of scope,
SOYBEAN CAKE,60498706035104,5488976.984999999,PARANAGUA,SOUTH KOREA,4,60498706,BR-4104808,60498706035104,6049870,out of scope,
SOYBEAN OIL,60498706035295,515500.0,PARANAGUA,ARGENTINA,4,60498706,BR-4118204,60498706035295,6049870,out of scope,
SOYBEANS,60498706035295,393578995.4375,PARANAGUA,CHINA (MAINLAND),4,60498706,BR-4118204,60498706035295,6049870,out of scope,
SOYBEAN CAKE,60498706035295,5974029.493,PARANAGUA,EGYPT,4,60498706,BR-4118204,60498706035295,6049870,out of scope,
SOYBEAN CAKE,60498706035295,12372000.0,PARANAGUA,EUROPEAN UNION,4,60498706,BR-4118204,60498706035295,6049870,out of scope,
SOYBEAN OIL,60498706035295,3291899.489,PARANAGUA,MALAYSIA,4,60498706,BR-4118204,60498706035295,6049870,out of scope,
SOYBEAN CAKE,60498706035295,7732499.999999999,PARANAGUA,NETHERLANDS,4,60498706,BR-4118204,60498706035295,6049870,out of scope,
SOYBEAN CAKE,60498706035295,24769038.866,PARANAGUA,POLAND,4,60498706,BR-4118204,60498706035295,6049870,out of scope,
SOYBEAN CAKE,60498706035295,64920879.195,PARANAGUA,SOUTH KOREA,4,60498706,BR-4118204,60498706035295,6049870,out of scope,
SOYBEAN CAKE,60498706035295,26758738.96,PARANAGUA,SPAIN,4,60498706,BR-4118204,60498706035295,6049870,out of scope,
SOYBEANS,60498706035295,15542162.0,PARANAGUA,TAIWAN,4,60498706,BR-4118204,60498706035295,6049870,out of scope,
SOYBEAN CAKE,60498706035295,6185999.999999999,PARANAGUA,TURKEY,4,60498706,BR-4118204,60498706035295,6049870,out of scope,
SOYBEANS,60498706035295,12000000.0,PARANAGUA,VIETNAM,4,60498706,BR-4118204,60498706035295,6049870,out of scope,
SOYBEAN OIL,60498706036267,6185999.999999999,PARANAGUA,CHINA (MAINLAND),1,60498706,BR-4119905,60498706036267,6049870,Branch 1,logistics hub
SOYBEANS,60498706036267,63615580.0,PARANAGUA,CHINA (MAINLAND),1,60498706,BR-4119905,60498706036267,6049870,Branch 1,logistics hub
SOYBEAN CAKE,60498706036267,17066053.303,PARANAGUA,DENMARK,1,60498706,BR-4119905,60498706036267,6049870,Branch 1,logistics hub
SOYBEAN CAKE,60498706036267,13301266.075,PARANAGUA,SPAIN,1,60498706,BR-4119905,60498706036267,6049870,Branch 1,logistics hub
SOYBEANS,60498706037158,149523366.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),4,60498706,BR-4213609,60498706037158,6049870,out of scope,
SOYBEANS,60498706037158,5000000.0,SAO FRANCISCO DO SUL,PAKISTAN,4,60498706,BR-4213609,60498706037158,6049870,out of scope,
SOYBEANS,60498706037310,57000000.0,SANTAREM,BELGIUM,2,60498706,BR-1505502,60498706037310,6049870,Branch 2,logistics hub
SOYBEANS,60498706037310,67000010.0,BARCARENA,CHINA (MAINLAND),2,60498706,BR-1505502,60498706037310,6049870,Branch 2,logistics hub
SOYBEANS,60498706037310,6300000.0,PARANAGUA,INDONESIA,2,60498706,BR-1505502,60498706037310,6049870,Branch 2,logistics hub
SOYBEANS,60498706037310,45000000.0,SANTAREM,MEXICO,2,60498706,BR-1505502,60498706037310,6049870,Branch 2,logistics hub
SOYBEANS,60498706037310,55000000.0,SANTAREM,NETHERLANDS,2,60498706,BR-1505502,60498706037310,6049870,Branch 2,logistics hub
SOYBEANS,60498706037310,45000000.0,SANTAREM,PORTUGAL,2,60498706,BR-1505502,60498706037310,6049870,Branch 2,logistics hub
SOYBEANS,60498706037310,28500000.0,SANTAREM,SAUDI ARABIA,2,60498706,BR-1505502,60498706037310,6049870,Branch 2,logistics hub
SOYBEANS,60498706037310,168500000.0,SANTAREM,SPAIN,2,60498706,BR-1505502,60498706037310,6049870,Branch 2,logistics hub
SOYBEANS,60498706037310,55000000.0,SANTAREM,THAILAND,2,60498706,BR-1505502,60498706037310,6049870,Branch 2,logistics hub
SOYBEANS,60498706037310,27249370.0,SANTAREM,TUNISIA,2,60498706,BR-1505502,60498706037310,6049870,Branch 2,logistics hub
SOYBEANS,60498706037310,52000000.0,SANTAREM,TURKEY,2,60498706,BR-1505502,60498706037310,6049870,Branch 2,logistics hub
SOYBEANS,60498706037310,61750000.0,BARCARENA,UNITED KINGDOM,2,60498706,BR-1505502,60498706037310,6049870,Branch 2,logistics hub
SOYBEANS,60498706039010,3414670.0,PARANAGUA,CHINA (MAINLAND),4,60498706,BR-4104907,60498706039010,6049870,out of scope,
SOYBEANS,60498706039010,25000001.0,SANTOS,CHINA (MAINLAND),4,60498706,BR-4104907,60498706039010,6049870,out of scope,
SOYBEAN CAKE,60498706039010,1907350.0,PARANAGUA,DENMARK,4,60498706,BR-4104907,60498706039010,6049870,out of scope,
SOYBEAN CAKE,60498706039010,3092999.9999999995,PARANAGUA,FRANCE,4,60498706,BR-4104907,60498706039010,6049870,out of scope,
SOYBEANS,60498706039010,3543060.0,PARANAGUA,PAKISTAN,4,60498706,BR-4104907,60498706039010,6049870,out of scope,
SOYBEAN CAKE,60498706039010,28943869.228,PARANAGUA,SOUTH KOREA,4,60498706,BR-4104907,60498706039010,6049870,out of scope,
SOYBEAN CAKE,60498706039010,23473126.509,PARANAGUA,SPAIN,4,60498706,BR-4104907,60498706039010,6049870,out of scope,
SOYBEANS,60498706041856,57868000.0,SANTAREM,CHINA (MAINLAND),4,60498706,BR-4115853,60498706041856,6049870,out of scope,
SOYBEANS,60498706041856,20802000.0,VITORIA,CHINA (MAINLAND),4,60498706,BR-4115853,60498706041856,6049870,out of scope,
SOYBEAN OIL,60498706041856,557416.336,PARANAGUA,INDIA,4,60498706,BR-4115853,60498706041856,6049870,out of scope,
SOYBEANS,60498706041856,21000.0,SAO LUIS,PORTUGAL,4,60498706,BR-4115853,60498706041856,6049870,out of scope,
SOYBEAN OIL,60498706042747,261523.46,PARANAGUA,INDIA,4,60498706,BR-4119905,60498706042747,6049870,out of scope,
SOYBEANS,60498706042747,65561375.0,PARANAGUA,PAKISTAN,4,60498706,BR-4119905,60498706042747,6049870,out of scope,
SOYBEANS,60892098000160,5888662.0,RIO GRANDE,CHINA (MAINLAND),1,60892098,BR-3512803,60892098000160,6089209,Branch 1,logistics hub
SOYBEAN CAKE,61079232000503,9279000.0,PARANAGUA,DENMARK,5,61079232,BR-3549904,61079232000503,6107923,out of scope,
SOYBEAN OIL,61079232000503,5975108.949999997,PARANAGUA,INDIA,5,61079232,BR-3549904,61079232000503,6107923,out of scope,
SOYBEAN CAKE,61079232000503,17508513.139000002,PARANAGUA,POLAND,5,61079232,BR-3549904,61079232000503,6107923,out of scope,
SOYBEAN CAKE,61079232000503,4491023.6280000005,PARANAGUA,SOUTH KOREA,5,61079232,BR-3549904,61079232000503,6107923,out of scope,
SOYBEAN OIL,61079232000686,3092999.9999999995,PARANAGUA,BANGLADESH,4,61079232,BR-3518701,61079232000686,6107923,out of scope,
SOYBEAN CAKE,61079232000686,2506165.11,PARANAGUA,EUROPEAN UNION,4,61079232,BR-3518701,61079232000686,6107923,out of scope,
SOYBEAN OIL,61079232000686,1111818.028,PARANAGUA,INDIA,4,61079232,BR-3518701,61079232000686,6107923,out of scope,
SOYBEAN CAKE,61079232000686,8978710.94,PARANAGUA,POLAND,4,61079232,BR-3518701,61079232000686,6107923,out of scope,
SOYBEAN CAKE,61079232000686,740071.3890000002,PARANAGUA,SLOVENIA,4,61079232,BR-3518701,61079232000686,6107923,out of scope,
SOYBEAN CAKE,61079232000686,2545972.02,PARANAGUA,SOUTH KOREA,4,61079232,BR-3518701,61079232000686,6107923,out of scope,
SOYBEAN CAKE,61297784000318,309326.80600000004,PARANAGUA,POLAND,5,61297784,BR-3515004,61297784000318,6129778,out of scope,
SOYBEAN CAKE,62145008000608,587979.2999999999,PARANAGUA,GERMANY,5,62145008,BR-4125506,62145008000608,6214500,out of scope,
SOYBEAN OIL,62807599000127,283262.095,PARANAGUA,INDIA,5,62807599,BR-3550308,62807599000127,6280759,out of scope,
SOYBEAN CAKE,62807599000127,229356.26,PARANAGUA,TURKEY,5,62807599,BR-3550308,62807599000127,6280759,out of scope,
SOYBEAN OIL,65538209000159,693436.166,PARANAGUA,BANGLADESH,5,65538209,BR-3515707,65538209000159,6553820,out of scope,
SOYBEAN CAKE,65538209000159,2165100.0,PARANAGUA,FRANCE,5,65538209,BR-3515707,65538209000159,6553820,out of scope,
SOYBEAN OIL,65538209000159,2587563.591,PARANAGUA,INDIA,5,65538209,BR-3515707,65538209000159,6553820,out of scope,
